url,slug,source_file,object_kind,object_id,lookup_error,update_status,verify_robots,verify_result,response_excerpt
https://bitcoininfonews.com/7-next-meme-coins-to-explode-in-2025-mobu-leads-the-pack/,7-next-meme-coins-to-explode-in-2025-mobu-leads-the-pack,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,29310,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/analyst-confident-of-a-shib-surge-to-0-0002-as-dtx-is-set-to-give-the-meme-coin-a-run/,analyst-confident-of-a-shib-surge-to-0-0002-as-dtx-is-set-to-give-the-meme-coin-a-run,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,1606,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/analyst-xrp-price-rise-prediction/,analyst-xrp-price-rise-prediction,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,26482,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/based-eggman-redefines-meme-coins/,based-eggman-redefines-meme-coins,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,26713,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/best-meme-coins-for-exponential-returns-apc-banana-for-scale-doginme/,best-meme-coins-for-exponential-returns-apc-banana-for-scale-doginme,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,13769,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/best-meme-coins-to-join-this-month-troller-cat-floki-and-why-take-center-stage/,best-meme-coins-to-join-this-month-troller-cat-floki-and-why-take-center-stage,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,11362,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/binance-alpha-solana-meme-coins/,binance-alpha-solana-meme-coins,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,12903,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/binance-co-ceo-hacked-wechat-meme-coin/,binance-co-ceo-hacked-wechat-meme-coin,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,30942,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/binance-cz-photo-policy-meme-coins/,binance-cz-photo-policy-meme-coins,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,23570,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/bitcoin-88k-meme-coins-rise/,bitcoin-88k-meme-coins-rise,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,5913,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/bitcoin-bullish-outlook-october/,bitcoin-bullish-outlook-october,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,26837,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/bitcoin-price-prediction-10-million/,bitcoin-price-prediction-10-million,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,32610,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/bonk-price-prediction-17000-gains-already-but-troller-cat-might-be-the-next-105x-winner/,bonk-price-prediction-17000-gains-already-but-troller-cat-might-be-the-next-105x-winner,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,11758,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/cardano-ada-price-prediction/,cardano-ada-price-prediction,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,13743,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/coinbase-base-meme-coin-losses/,coinbase-base-meme-coin-losses,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,8395,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/coinbase-solana-meme-coin-useless-listing/,coinbase-solana-meme-coin-useless-listing,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,23004,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/coinbases-base-meme-coin-losses/,coinbases-base-meme-coin-losses,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,8393,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/conor-mcgregor-launches-meme-coin/,conor-mcgregor-launches-meme-coin,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,7403,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/conor-mcgregor-meme-coin-auction/,conor-mcgregor-meme-coin-auction,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,7377,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/coresky-secures-15m-meme-coin/,coresky-secures-15m-meme-coin,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,5880,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/crypto-assets-hit-2025-lows/,crypto-assets-hit-2025-lows,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,30333,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/crypto-experts-praise-new-meme-coin-thats-raised-9m-expect-explosive-december-launch/,crypto-experts-praise-new-meme-coin-thats-raised-9m-expect-explosive-december-launch,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,1700,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":{""schema-151630"":{""headline"":""%seo_title%"",""description"":""%seo_description%"",""datePublished"":""%date(Y-m-dTH:i:sP)%"",""dateModified"":""%modified(Y-m-dTH:i:sP)%"",""keywords"":""%keywor"
https://bitcoininfonews.com/crypto-firms-bank-charters-meme-coins/,crypto-firms-bank-charters-meme-coins,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,5003,,200,"noindex, follow",ok,retry_touch=200
https://bitcoininfonews.com/crypto-firms-seek-bank-charters/,crypto-firms-seek-bank-charters,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,5001,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/crypto-livestreams-pump-fun-gaza-coin/,crypto-livestreams-pump-fun-gaza-coin,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,25512,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/crypto-market-ai-meme-coins-2025/,crypto-market-ai-meme-coins-2025,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,8484,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/cz-warns-meme-coin-crash/,cz-warns-meme-coin-crash,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,29022,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/dogecoin-price-prediction-2025-surge/,dogecoin-price-prediction-2025-surge,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,14700,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/dogwifhat-meme-coin-market-growth/,dogwifhat-meme-coin-market-growth,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,31701,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/elon-musk-meme-coin-surge/,elon-musk-meme-coin-surge,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,11708,,200,"noindex, follow",ok,"{""slug"":true,""schemas"":[]}"
https://bitcoininfonews.com/eric-trump-meme-coin-scam-exposed/,eric-trump-meme-coin-scam-exposed,bitcoininfonews_action_noindex_content_now_2026-06-12.csv,post,14109,,200,"noindex, follow",ok,retry_touch=200
